tilePatterns,tilePkeys,tileToTilePatterns,nodePkeyIdx,nodeWireInTilePkeys,subgraphs[0],wirePatternDx[0],wirePatternDy[0],wirePatternToWire[0],hasPip[0],subgraphs[1],wirePatternDx[1],wirePatternDy[1],wirePatternToWire[1],hasPip[1],subgraphs[2],wirePatternDx[2],wirePatternDy[2],wirePatternToWire[2],hasPip[2],subgraphs[3],wirePatternDx[3],wirePatternDy[3],wirePatternToWire[3],hasPip[3],subgraphs[4],wirePatternDx[4],wirePatternDy[4],wirePatternToWire[4],hasPip[4],subgraphs[5],wirePatternDx[5],wirePatternDy[5],wirePatternToWire[5],hasPip[5],
,,,,,84993,48,0,12600,0,85001,64,0,12608,0,,,,,,84990,3,0,29430,0,85001,42,0,54381,0,,,,,,
,,,,,84993,2,0,12600,0,85001,30,0,12608,0,,,,,,84990,69,0,59330,0,85001,20,0,59258,0,,,,,,
,,,,,84993,43,0,12600,0,85001,57,0,12608,0,,,,,,84990,26,0,11505,0,85001,52,0,11516,0,,,,,,
,,,,,84993,27,0,12600,0,85001,24,0,54381,0,,,,,,84990,29,0,73756,0,85001,48,0,12608,0,,,,,,
,,,,,84993,21,0,11508,0,85001,18,0,54381,0,,,,,,84990,13,0,29430,0,85001,16,0,12608,0,,,,,,
,,,,,84993,53,0,12600,0,85001,11,0,36381,0,,,,,,84990,9,0,12597,0,85001,14,0,54381,0,,,,,,
,,,,,84993,41,0,29433,0,85001,49,0,29441,0,,,,,,84990,68,0,54370,0,85001,4,0,54381,0,,,,,,
,,,,,84993,40,0,59333,0,85001,2,0,12608,0,,,,,,84990,46,0,54370,0,85001,40,0,59341,0,,,,,,
,,,,,84993,60,0,12600,0,85001,42,0,54381,0,,,,,,84990,24,0,54370,0,85001,67,0,29441,0,,,,,,
,,,,,84993,7,0,29433,0,85001,20,0,59258,0,,,,,,84990,18,0,54370,0,85001,55,0,54381,0,,,,,,
,,,,,84993,38,0,12600,0,85001,52,0,11516,0,,,,,,84990,10,0,11505,0,85001,53,0,12608,0,,,,,,
,,,,,84993,22,0,12600,0,85001,48,0,12608,0,,,,,,84990,19,0,59330,0,85001,38,0,59379,0,,,,,,
,,,,,84993,54,0,29433,0,85001,38,0,12608,0,,,,,,84990,57,0,12597,0,85001,23,0,29441,0,,,,,,
,,,,,84993,61,0,12600,0,85001,16,0,12608,0,,,,,,84990,49,0,29430,0,85001,29,0,73767,0,,,,,,
,,,,,84993,51,0,12600,0,85001,14,0,54381,0,,,,,,84990,30,0,59368,0,85001,7,0,29441,0,,,,,,
,,,,,84993,68,0,54373,0,85001,4,0,54381,0,,,,,,84990,35,0,59368,0,85001,51,0,12608,0,,,,,,
,,,,,84993,34,0,12600,0,85001,40,0,59341,0,,,,,,84990,1,0,11505,0,85001,60,0,12608,0,,,,,,
,,,,,84993,46,0,54373,0,85001,51,0,12608,0,,,,,,84990,11,0,36370,0,85001,58,0,29441,0,,,,,,
,,,,,84993,18,0,54373,0,85001,67,0,29441,0,,,,,,84990,52,0,11505,0,85001,12,0,59341,0,,,,,,
,,,,,84993,3,0,29433,0,85001,45,0,29441,0,,,,,,84990,37,0,73756,0,85001,26,0,11516,0,,,,,,
,,,,,84993,8,0,54373,0,85001,53,0,12608,0,,,,,,84990,5,0,12597,0,85001,17,0,29441,0,,,,,,
,,,,,84993,47,0,12600,0,85001,55,0,54381,0,,,,,,84990,42,0,54370,0,85001,66,0,12608,0,,,,,,
,,,,,84993,59,0,54373,0,85001,23,0,29441,0,,,,,,84990,65,0,11505,0,85001,50,0,54381,0,,,,,,
,,,,,84993,25,0,12600,0,85001,7,0,29441,0,,,,,,84990,8,0,54370,0,85001,41,0,29441,0,,,,,,
,,,,,84993,31,0,12600,0,85001,12,0,59341,0,,,,,,84990,55,0,54370,0,85001,22,0,12608,0,,,,,,
,,,,,84993,28,0,29433,0,85001,58,0,29441,0,,,,,,84990,14,0,54370,0,85001,34,0,59379,0,,,,,,
,,,,,84993,57,0,12600,0,85001,66,0,12608,0,,,,,,84990,33,0,73756,0,85001,8,0,54381,0,,,,,,
,,,,,84993,67,0,29433,0,85001,60,0,12608,0,,,,,,84990,60,0,12597,0,85001,15,0,12608,0,,,,,,
,,,,,84993,35,0,12600,0,85001,33,0,54381,0,,,,,,84990,45,0,29430,0,85001,35,0,59379,0,,,,,,
,,,,,84993,17,0,29433,0,85001,26,0,11516,0,,,,,,85001,37,0,73767,0,85000,23,0,29440,0,,,,,,
,,,,,84993,52,0,11508,0,85001,50,0,54381,0,,,,,,85001,3,0,29441,0,85000,38,0,59378,0,,,,,,
,,,,,84993,42,0,54373,0,85001,17,0,29441,0,,,,,,85001,54,0,29441,0,85000,15,0,12607,0,,,,,,
,,,,,84993,65,0,11508,0,85001,41,0,29441,0,,,,,,85001,59,0,54381,0,85000,27,0,59378,0,,,,,,
,,,,,84993,55,0,54373,0,85001,22,0,12608,0,,,,,,85001,47,0,12608,0,85000,56,0,12607,0,,,,,,
,,,,,84993,62,0,29433,0,85001,63,0,54381,0,,,,,,85001,1,0,11516,0,85000,41,0,29440,0,,,,,,
,,,,,84993,33,0,54373,0,85001,8,0,54381,0,,,,,,85001,25,0,12608,0,85000,46,0,54380,0,,,,,,
,,,,,84993,4,0,54373,0,85001,29,0,54381,0,,,,,,85001,9,0,12608,0,85000,7,0,29440,0,,,,,,
,,,,,84993,70,0,57345,1,85001,70,0,55213,1,,,,,,85001,33,0,73767,0,85000,24,0,54380,0,,,,,,
,,,,,84993,9,0,12600,0,85001,35,0,12608,0,,,,,,85001,44,0,12608,0,85000,54,0,29440,0,,,,,,
,,,,,84989,55,0,54369,0,84998,26,0,11513,0,,,,,,85001,31,0,59379,0,85000,34,0,59378,0,,,,,,
,,,,,84989,25,0,12596,0,84998,68,0,54378,0,,,,,,85001,62,0,29441,0,85000,66,0,12607,0,,,,,,
,,,,,84989,8,0,54369,0,84998,61,0,12605,0,,,,,,85001,65,0,11516,0,85000,64,0,12607,0,,,,,,
,,,,,84989,52,0,11504,0,84998,51,0,12605,0,,,,,,85001,43,0,12608,0,85000,3,0,29440,0,,,,,,
,,,,,84989,65,0,11504,0,84998,46,0,54378,0,,,,,,85001,63,0,54381,0,85000,65,0,11515,0,,,,,,
,,,,,84989,28,0,29429,0,84998,24,0,54378,0,,,,,,85001,69,0,59341,0,85000,42,0,54380,0,,,,,,
,,,,,84989,3,0,29429,0,84998,18,0,54378,0,,,,,,85001,56,0,12608,0,85000,2,0,12607,0,,,,,,
,,,,,84989,67,0,29429,0,84998,22,0,12605,0,,,,,,85001,13,0,29441,0,85000,8,0,54380,0,,,,,,
,,,,,84989,42,0,54369,0,84998,36,0,29438,0,,,,,,85001,27,0,59379,0,85000,25,0,12607,0,,,,,,
,,,,,84989,47,0,12596,0,84998,49,0,29438,0,,,,,,85001,5,0,12608,0,85000,55,0,54380,0,,,,,,
,,,,,84989,54,0,29429,0,84998,39,0,27428,0,,,,,,85001,68,0,54381,0,85000,52,0,11515,0,,,,,,
,,,,,84989,4,0,54369,0,84998,42,0,54378,0,,,,,,85001,10,0,11516,0,85000,60,0,12607,0,,,,,,
,,,,,84989,31,0,12596,0,84998,8,0,54378,0,,,,,,85001,36,0,73767,0,85000,69,0,59340,0,,,,,,
,,,,,84989,17,0,29429,0,84998,57,0,12605,0,,,,,,85001,46,0,54381,0,85000,9,0,12607,0,,,,,,
,,,,,84989,34,0,12596,0,84998,47,0,12605,0,,,,,,85001,61,0,12608,0,85000,62,0,29440,0,,,,,,
,,,,,84989,9,0,12596,0,84998,35,0,12605,0,,,,,,85001,6,0,12608,0,85000,48,0,12607,0,,,,,,
,,,,,84989,12,0,59329,0,84998,14,0,54378,0,,,,,,85001,30,0,59379,0,85000,4,0,54380,0,,,,,,
,,,,,84989,66,0,12596,0,84998,55,0,54378,0,,,,,,85001,19,0,59341,0,85000,61,0,12607,0,,,,,,
,,,,,84989,29,0,54369,0,84998,1,0,11513,0,,,,,,85001,39,0,27431,0,85000,36,0,73766,0,,,,,,
,,,,,84989,44,0,12596,0,84998,52,0,11513,0,,,,,,85001,21,0,11516,0,85000,21,0,11515,0,,,,,,
,,,,,84989,15,0,12596,0,84998,45,0,29438,0,,,,,,85001,64,0,12608,0,85000,29,0,73766,0,,,,,,
,,,,,84989,56,0,12596,0,84998,23,0,29438,0,,,,,,85001,57,0,12608,0,85000,17,0,29440,0,,,,,,
,,,,,84989,62,0,29429,0,84998,20,0,59255,0,,,,,,85001,24,0,54381,0,85000,26,0,11515,0,,,,,,
,,,,,84989,16,0,12596,0,84998,65,0,11513,0,,,,,,85001,18,0,54381,0,85000,68,0,54380,0,,,,,,
,,,,,84989,19,0,59329,0,84998,53,0,12605,0,,,,,,85001,32,0,73767,0,85000,63,0,54380,0,,,,,,
,,,,,84989,6,0,12596,0,84998,31,0,12605,0,,,,,,85001,11,0,36381,0,85000,39,0,27430,0,,,,,,
,,,,,84989,43,0,12596,0,84998,43,0,12605,0,,,,,,85001,49,0,29441,0,85000,5,0,12607,0,,,,,,
,,,,,84989,68,0,54369,0,84998,9,0,12605,0,,,,,,85001,2,0,12608,0,85000,22,0,12607,0,,,,,,
,,,,,84989,21,0,11504,0,84998,4,0,54378,0,,,,,,85001,55,0,54381,0,85000,6,0,12607,0,,,,,,
,,,,,84989,5,0,12596,0,84998,66,0,12605,0,,,,,,85001,42,0,54381,0,85000,19,0,59340,0,,,,,,
,,,,,84989,69,0,59329,0,84998,70,0,55210,1,,,,,,85001,20,0,59258,0,85000,58,0,29440,0,,,,,,
,,,,,84989,26,0,11504,0,84998,44,0,12605,0,,,,,,85001,52,0,11516,0,85000,57,0,12607,0,,,,,,
,,,,,84989,10,0,11504,0,84998,56,0,12605,0,,,,,,85001,48,0,12608,0,85000,18,0,54380,0,,,,,,
,,,,,84989,13,0,29429,0,84998,29,0,54378,0,,,,,,85001,16,0,12608,0,85000,47,0,12607,0,,,,,,
,,,,,84989,30,0,12596,0,84998,7,0,29438,0,,,,,,85001,14,0,54381,0,85000,32,0,73766,0,,,,,,
,,,,,84989,58,0,29429,0,84998,15,0,12605,0,,,,,,85001,4,0,54381,0,85000,37,0,73766,0,,,,,,
,,,,,84989,36,0,29429,0,84998,13,0,29438,0,,,,,,85001,38,-6,76751,0,85000,1,0,11515,0,,,,,,
,,,,,84989,18,0,54369,0,84998,58,0,29438,0,,,,,,85001,40,0,59341,0,85000,13,0,29440,0,,,,,,
,,,,,84989,53,0,12596,0,84998,38,0,12605,0,,,,,,85001,67,0,29441,0,85000,51,0,12607,0,,,,,,
,,,,,84989,63,0,54369,0,84998,69,0,59338,0,,,,,,85001,51,0,12608,0,85000,49,0,29440,0,,,,,,
,,,,,84989,1,0,11504,0,84998,16,0,12605,0,,,,,,85001,45,0,29441,0,85000,11,0,36380,0,,,,,,
,,,,,84989,2,0,12596,0,84998,10,0,11513,0,,,,,,85001,23,0,29441,0,85000,35,0,59378,0,,,,,,
,,,,,84989,49,0,29429,0,84998,6,0,12605,0,,,,,,85001,29,0,73767,0,85000,12,0,59340,0,,,,,,
,,,,,84989,11,0,36369,0,84998,19,0,59338,0,,,,,,85001,7,0,29441,0,85000,10,0,11515,0,,,,,,
,,,,,84989,40,0,59329,0,84998,21,0,11513,0,,,,,,85001,28,0,73767,0,85000,14,0,54380,0,,,,,,
,,,,,84989,50,0,54369,0,84998,63,0,54378,0,,,,,,85001,12,0,59341,0,85000,70,0,57352,1,,,,,,
,,,,,84989,20,0,59246,0,84998,41,0,29438,0,,,,,,85001,58,0,29441,0,85000,43,0,12607,0,,,,,,
,,,,,84989,32,0,29429,0,84998,5,0,12605,0,,,,,,85001,66,0,12608,0,85000,30,0,59378,0,,,,,,
,,,,,84989,61,0,12596,0,84998,11,0,36378,0,,,,,,85001,26,0,11516,0,85000,67,0,29440,0,,,,,,
,,,,,84989,14,0,54369,0,84998,54,0,29438,0,,,,,,85001,17,0,29441,0,85000,53,0,12607,0,,,,,,
,,,,,84989,45,0,29429,0,84998,32,0,29438,0,,,,,,85001,60,0,12608,0,85000,45,0,29440,0,,,,,,
,,,,,84989,23,0,29429,0,84998,30,0,12605,0,,,,,,85001,50,0,54381,0,85000,28,0,73766,0,,,,,,
,,,,,84989,59,0,54369,0,84998,3,0,29438,0,,,,,,85001,53,0,12608,0,85000,31,0,59378,0,,,,,,
,,,,,84989,27,0,12596,0,84998,2,0,12605,0,,,,,,85001,41,0,29441,0,85000,33,0,73766,0,,,,,,
,,,,,84989,37,0,54369,0,84998,34,0,12605,0,,,,,,85001,22,0,12608,0,85000,40,0,59340,0,,,,,,
,,,,,84989,64,0,12596,0,84998,59,0,54378,0,,,,,,85001,34,0,59379,0,85000,59,0,54380,0,,,,,,
,,,,,84989,48,0,12596,0,84998,37,0,54378,0,,,,,,85001,8,0,54381,0,85000,20,0,59257,0,,,,,,
,,,,,84989,51,0,12596,0,84998,17,0,29438,0,,,,,,85001,15,0,12608,0,85000,44,0,12607,0,,,,,,
,,,,,84989,46,0,54369,0,84998,25,0,12605,0,,,,,,85001,70,0,55213,1,85000,50,0,54380,0,,,,,,
,,,,,84989,24,0,54369,0,84998,64,0,12605,0,,,,,,85001,35,0,59379,0,85000,16,0,12607,0,,,,,,
,,,,,84989,70,0,57341,1,84998,50,0,54378,0,,,,,,84996,39,0,27426,0,84996,39,0,27426,0,,,,,,
,,,,,84989,39,0,27419,0,84998,48,0,12605,0,,,,,,84996,35,0,59374,0,84996,35,0,59374,0,,,,,,
,,,,,84989,35,0,12596,0,84998,62,0,29438,0,,,,,,84996,37,0,73762,0,84996,37,0,73762,0,,,,,,
,,,,,84989,33,0,54369,0,84998,28,0,29438,0,,,,,,84996,18,0,54376,0,84996,18,0,54376,0,,,,,,
,,,,,84989,57,0,12596,0,84998,67,0,29438,0,,,,,,84996,8,0,54376,0,84996,8,0,54376,0,,,,,,
,,,,,84989,41,0,29429,0,84998,27,0,12605,0,,,,,,84996,57,0,12603,0,84996,55,0,54376,0,,,,,,
,,,,,84989,7,0,29429,0,84998,33,0,54378,0,,,,,,84996,49,0,29436,0,84996,57,0,12603,0,,,,,,
,,,,,84989,60,0,12596,0,84998,40,0,59338,0,,,,,,84996,36,0,73762,0,84996,36,0,73762,0,,,,,,
,,,,,84989,38,0,12596,0,84998,60,0,12605,0,,,,,,84996,11,0,36376,0,84996,11,0,36376,0,,,,,,
,,,,,84989,22,0,12596,0,84998,12,0,59338,0,,,,,,84996,1,0,11511,0,84996,49,0,29436,0,,,,,,
,,,,,84998,26,0,11513,0,84936,0,-5,18954,1,,,,,,84996,33,0,73762,0,84996,1,0,11511,0,,,,,,
,,,,,84998,68,0,54378,0,84936,0,-44,3059,1,,,,,,84996,42,0,54376,0,84996,33,0,73762,0,,,,,,
,,,,,84998,61,0,12605,0,84936,0,17,45954,0,,,,,,84996,20,0,59253,0,84996,31,0,59374,0,,,,,,
,,,,,84998,51,0,12605,0,84936,0,-57,18958,1,,,,,,84996,31,0,59374,0,84996,42,0,54376,0,,,,,,
,,,,,84998,36,0,29438,0,84936,0,-26,9184,0,,,,,,84996,53,0,12603,0,84996,20,0,59253,0,,,,,,
,,,,,84998,22,0,12605,0,84936,0,-18,41325,0,,,,,,84996,16,0,12603,0,84996,53,0,12603,0,,,,,,
,,,,,84998,46,0,54378,0,84936,0,-35,45958,0,,,,,,84996,14,0,54376,0,84996,38,0,59374,0,,,,,,
,,,,,84998,24,0,54378,0,84936,0,8,3055,1,,,,,,84996,55,0,54376,0,84996,70,0,57348,1,,,,,,
,,,,,84998,18,0,54378,0,84936,0,-70,41329,0,,,,,,84996,4,0,54376,0,84996,16,0,12603,0,,,,,,
,,,,,84998,49,0,29438,0,84936,0,-52,85051,0,,,,,,84996,40,0,59336,0,84996,14,0,54376,0,,,,,,
,,,,,84998,39,0,27428,0,85000,23,0,29440,0,,,,,,84996,67,0,29436,0,84996,40,0,59336,0,,,,,,
,,,,,84998,42,0,54378,0,85000,15,0,12607,0,,,,,,84996,51,0,12603,0,84996,67,0,29436,0,,,,,,
,,,,,84998,8,0,54378,0,85000,33,0,54380,0,,,,,,84996,45,0,29436,0,84996,51,0,12603,0,,,,,,
,,,,,84998,57,0,12605,0,85000,27,0,12607,0,,,,,,84996,44,0,12603,0,84996,45,0,29436,0,,,,,,
,,,,,84998,55,0,54378,0,85000,56,0,12607,0,,,,,,84996,23,0,29436,0,84996,44,0,12603,0,,,,,,
,,,,,84998,47,0,12605,0,85000,41,0,29440,0,,,,,,84996,17,0,29436,0,84996,23,0,29436,0,,,,,,
,,,,,84998,14,0,54378,0,85000,7,0,29440,0,,,,,,84996,7,0,29436,0,84996,17,0,29436,0,,,,,,
,,,,,84998,35,0,12605,0,85000,46,0,54380,0,,,,,,84996,27,0,59374,0,84996,7,0,29436,0,,,,,,
,,,,,84998,1,0,11513,0,85000,24,0,54380,0,,,,,,84996,12,0,59336,0,84996,50,0,54376,0,,,,,,
,,,,,84998,52,0,11513,0,85000,54,0,29440,0,,,,,,84996,58,0,29436,0,84996,27,0,59374,0,,,,,,
,,,,,84998,45,0,29438,0,85000,34,0,12607,0,,,,,,84996,66,0,12603,0,84996,58,0,29436,0,,,,,,
,,,,,84998,23,0,29438,0,85000,66,0,12607,0,,,,,,84996,10,0,11511,0,84996,12,0,59336,0,,,,,,
,,,,,84998,20,0,59255,0,85000,64,0,12607,0,,,,,,84996,29,0,73762,0,84996,66,0,12603,0,,,,,,
,,,,,84998,65,0,11513,0,85000,3,0,29440,0,,,,,,84996,50,0,54376,0,84996,29,0,73762,0,,,,,,
,,,,,84998,53,0,12605,0,85000,65,0,11515,0,,,,,,84996,6,0,12603,0,84996,10,0,11511,0,,,,,,
,,,,,84998,70,0,57350,1,85000,42,0,54380,0,,,,,,84996,22,0,12603,0,84996,6,0,12603,0,,,,,,
,,,,,84998,31,0,12605,0,85000,2,0,12607,0,,,,,,84996,56,0,12603,0,84996,22,0,12603,0,,,,,,
,,,,,84998,4,0,54378,0,85000,8,0,54380,0,,,,,,84996,34,0,59374,0,84996,56,0,12603,0,,,,,,
,,,,,84998,9,0,12605,0,85000,20,0,59257,0,,,,,,84996,41,0,29436,0,84996,34,0,59374,0,,,,,,
,,,,,84998,43,0,12605,0,85000,28,0,29440,0,,,,,,84996,63,0,54376,0,84996,15,0,12603,0,,,,,,
,,,,,84998,66,0,12605,0,85000,25,0,12607,0,,,,,,84996,15,0,12603,0,84996,41,0,29436,0,,,,,,
,,,,,84998,44,0,12605,0,85000,55,0,54380,0,,,,,,84996,54,0,29436,0,84996,63,0,54376,0,,,,,,
,,,,,84998,56,0,12605,0,85000,52,0,11515,0,,,,,,84996,3,0,29436,0,84996,54,0,29436,0,,,,,,
,,,,,84998,29,0,54378,0,85000,60,0,12607,0,,,,,,84996,2,0,12603,0,84996,3,0,29436,0,,,,,,
,,,,,84998,15,0,12605,0,85000,69,0,59340,0,,,,,,84996,24,0,54376,0,84996,2,0,12603,0,,,,,,
,,,,,84998,13,0,29438,0,85000,9,0,12607,0,,,,,,84996,32,0,73762,0,84996,24,0,54376,0,,,,,,
,,,,,84998,7,0,29438,0,85000,62,0,29440,0,,,,,,84996,59,0,54376,0,84996,32,0,73762,0,,,,,,
,,,,,84998,58,0,29438,0,85000,48,0,12607,0,,,,,,84996,52,0,11511,0,84996,59,0,54376,0,,,,,,
,,,,,84998,38,0,12605,0,85000,44,0,12607,0,,,,,,84996,47,0,12603,0,84996,52,0,11511,0,,,,,,
,,,,,84998,69,0,59338,0,85000,4,0,54380,0,,,,,,84996,25,0,12603,0,84996,47,0,12603,0,,,,,,
,,,,,84998,16,0,12605,0,85000,61,0,12607,0,,,,,,84996,64,0,12603,0,84996,25,0,12603,0,,,,,,
,,,,,84998,10,0,11513,0,85000,21,0,11515,0,,,,,,84996,65,0,11511,0,84996,64,0,12603,0,,,,,,
,,,,,84998,6,0,12605,0,85000,39,0,27430,0,,,,,,84996,9,0,12603,0,84996,65,0,11511,0,,,,,,
,,,,,84998,19,0,59338,0,85000,29,0,54380,0,,,,,,84996,62,0,29436,0,84996,9,0,12603,0,,,,,,
,,,,,84998,21,0,11513,0,85000,26,0,11515,0,,,,,,84996,28,0,73762,0,84996,62,0,29436,0,,,,,,
,,,,,84998,63,0,54378,0,85000,68,0,54380,0,,,,,,84996,43,0,12603,0,84996,28,0,73762,0,,,,,,
,,,,,84998,41,0,29438,0,85000,17,0,29440,0,,,,,,84996,48,0,12603,0,84996,43,0,12603,0,,,,,,
,,,,,84998,5,0,12605,0,85000,5,0,12607,0,,,,,,84996,70,0,55208,1,84996,60,0,12603,0,,,,,,
,,,,,84998,11,0,36378,0,85000,36,0,29440,0,,,,,,84996,60,0,12603,0,84996,48,0,12603,0,,,,,,
,,,,,84998,54,0,29438,0,85000,22,0,12607,0,,,,,,84996,26,0,11511,0,84996,26,0,11511,0,,,,,,
,,,,,84998,32,0,29438,0,85000,6,0,12607,0,,,,,,84996,69,0,59336,0,84996,69,0,59336,0,,,,,,
,,,,,84998,30,0,12605,0,85000,18,0,54380,0,,,,,,84996,13,0,29436,0,84996,4,0,54376,0,,,,,,
,,,,,84998,3,0,29438,0,85000,58,0,29440,0,,,,,,84996,61,0,12603,0,84996,13,0,29436,0,,,,,,
,,,,,84998,2,0,12605,0,85000,57,0,12607,0,,,,,,84996,68,0,54376,0,84996,61,0,12603,0,,,,,,
,,,,,84998,34,0,12605,0,85000,19,0,59340,0,,,,,,84996,46,0,54376,0,84996,5,0,12603,0,,,,,,
,,,,,84998,59,0,54378,0,85000,47,0,12607,0,,,,,,84996,5,0,12603,0,84996,46,0,54376,0,,,,,,
,,,,,84998,37,0,54378,0,85000,63,0,54380,0,,,,,,84996,38,-6,76746,0,84996,68,0,54376,0,,,,,,
,,,,,84998,25,0,12605,0,85000,35,0,12607,0,,,,,,84996,19,0,59336,0,84996,19,0,59336,0,,,,,,
,,,,,84998,17,0,29438,0,85000,1,0,11515,0,,,,,,84996,30,0,59374,0,84996,30,0,59374,0,,,,,,
,,,,,84998,64,0,12605,0,85000,13,0,29440,0,,,,,,84996,21,0,11511,0,84996,21,0,11511,0,,,,,,
,,,,,84998,50,0,54378,0,85000,51,0,12607,0,,,,,,85002,53,0,12609,0,84992,50,0,54372,0,,,,,,
,,,,,84998,48,0,12605,0,85000,49,0,29440,0,,,,,,85002,40,0,59342,0,84992,2,0,12599,0,,,,,,
,,,,,84998,62,0,29438,0,85000,11,0,36380,0,,,,,,85002,27,0,59380,0,84992,52,0,11507,0,,,,,,
,,,,,84998,28,0,29438,0,85000,10,0,11515,0,,,,,,85002,33,0,73768,0,84992,33,0,73758,0,,,,,,
,,,,,84998,27,0,12605,0,85000,30,0,12607,0,,,,,,85002,58,0,29442,0,84992,43,0,12599,0,,,,,,
,,,,,84998,67,0,29438,0,85000,40,0,59340,0,,,,,,85002,9,0,12609,0,84992,31,0,59370,0,,,,,,
,,,,,84998,33,0,54378,0,85000,14,0,54380,0,,,,,,85002,20,0,59259,0,84992,62,0,29432,0,,,,,,
,,,,,84998,40,0,59338,0,85000,32,0,29440,0,,,,,,85002,66,0,12609,0,84992,13,0,29432,0,,,,,,
,,,,,84998,60,0,12605,0,85000,43,0,12607,0,,,,,,85002,56,0,12609,0,84992,48,0,12599,0,,,,,,
,,,,,84998,12,0,59338,0,85000,67,0,29440,0,,,,,,85002,44,0,12609,0,84992,69,0,59332,0,,,,,,
,,,,,85000,23,0,29440,0,85000,70,0,55212,1,,,,,,85002,16,0,12609,0,84992,46,0,54372,0,,,,,,
,,,,,85000,27,0,12607,0,85000,45,0,29440,0,,,,,,85002,10,0,11517,0,84992,65,0,11507,0,,,,,,
,,,,,85000,15,0,12607,0,85000,31,0,12607,0,,,,,,85002,50,0,54382,0,84992,24,0,54372,0,,,,,,
,,,,,85000,33,0,54380,0,85000,37,0,54380,0,,,,,,85002,45,0,29442,0,84992,68,0,54372,0,,,,,,
,,,,,85000,56,0,12607,0,85000,53,0,12607,0,,,,,,85002,63,0,54382,0,84992,9,0,12599,0,,,,,,
,,,,,85000,41,0,29440,0,85000,59,0,54380,0,,,,,,85002,21,0,11517,0,84992,61,0,12599,0,,,,,,
,,,,,85000,38,0,12607,0,85000,12,0,59340,0,,,,,,85002,5,0,12609,0,84992,19,0,59332,0,,,,,,
,,,,,85000,46,0,54380,0,85000,38,0,12607,0,,,,,,85002,70,0,55214,1,84992,70,0,57344,1,,,,,,
,,,,,85000,7,0,29440,0,85000,50,0,54380,0,,,,,,85002,7,0,29442,0,84992,21,0,11507,0,,,,,,
,,,,,85000,24,0,54380,0,85000,16,0,12607,0,,,,,,85002,46,0,54382,0,84992,5,0,12599,0,,,,,,
,,,,,85000,54,0,29440,0,84989,55,0,54369,0,,,,,,85002,6,0,12609,0,84992,42,0,54372,0,,,,,,
,,,,,85000,34,0,12607,0,84989,8,0,54369,0,,,,,,85002,24,0,54382,0,84992,57,0,12599,0,,,,,,
,,,,,85000,66,0,12607,0,84989,25,0,12596,0,,,,,,85002,54,0,29442,0,84992,36,0,73758,0,,,,,,
,,,,,85000,64,0,12607,0,84989,52,0,11504,0,,,,,,85002,14,0,54382,0,84992,18,0,54372,0,,,,,,
,,,,,85000,3,0,29440,0,84989,28,0,29429,0,,,,,,85002,36,0,73768,0,84992,8,0,54372,0,,,,,,
,,,,,85000,65,0,11515,0,84989,3,0,29429,0,,,,,,85002,67,0,29442,0,84992,41,0,29432,0,,,,,,
,,,,,85000,28,0,29440,0,84989,67,0,29429,0,,,,,,85002,38,-6,76752,0,84992,30,0,59370,0,,,,,,
,,,,,85000,42,0,54380,0,84989,47,0,12596,0,,,,,,85002,52,0,11517,0,84992,49,0,29432,0,,,,,,
,,,,,85000,8,0,54380,0,84989,42,0,54369,0,,,,,,85002,25,0,12609,0,84992,39,0,27422,0,,,,,,
,,,,,85000,2,0,12607,0,84989,4,0,54369,0,,,,,,85002,64,0,12609,0,84992,64,0,12599,0,,,,,,
,,,,,85000,20,0,59257,0,84989,31,0,12596,0,,,,,,85002,35,0,59380,0,84992,20,0,59249,0,,,,,,
,,,,,85000,25,0,12607,0,84989,56,0,12596,0,,,,,,85002,48,0,12609,0,84992,32,0,73758,0,,,,,,
,,,,,85000,55,0,54380,0,84989,29,0,54369,0,,,,,,85002,32,0,73768,0,84992,14,0,54372,0,,,,,,
,,,,,85000,52,0,11515,0,84989,62,0,29429,0,,,,,,85002,65,0,11517,0,84992,4,0,54372,0,,,,,,
,,,,,85000,60,0,12607,0,84989,12,0,59329,0,,,,,,85002,2,0,12609,0,84992,11,0,36372,0,,,,,,
,,,,,85000,69,0,59340,0,84989,65,0,11504,0,,,,,,85002,8,0,54382,0,84992,53,0,12599,0,,,,,,
,,,,,85000,9,0,12607,0,84989,66,0,12596,0,,,,,,85002,41,0,29442,0,84992,45,0,29432,0,,,,,,
,,,,,85000,62,0,29440,0,84989,44,0,12596,0,,,,,,85002,11,0,36382,0,84992,60,0,12599,0,,,,,,
,,,,,85000,48,0,12607,0,84989,9,0,12596,0,,,,,,85002,31,0,59380,0,84992,23,0,29432,0,,,,,,
,,,,,85000,4,0,54380,0,84989,60,0,12596,0,,,,,,85002,29,0,73768,0,84992,15,0,12599,0,,,,,,
,,,,,85000,61,0,12607,0,84989,15,0,12596,0,,,,,,85002,23,0,29442,0,84992,40,0,59332,0,,,,,,
,,,,,85000,21,0,11515,0,84989,34,0,12596,0,,,,,,85002,17,0,29442,0,84992,55,0,54372,0,,,,,,
,,,,,85000,39,0,27430,0,84989,19,0,59329,0,,,,,,85002,12,0,59342,0,84992,12,0,59332,0,,,,,,
,,,,,85000,29,0,54380,0,84989,16,0,12596,0,,,,,,85002,26,0,11517,0,84992,58,0,29432,0,,,,,,
