tilePatterns,tilePkeys,tileToTilePatterns,nodePkeyIdx,nodeWireInTilePkeys,subgraphs[0],wirePatternDx[0],wirePatternDy[0],wirePatternToWire[0],hasPip[0],subgraphs[1],wirePatternDx[1],wirePatternDy[1],wirePatternToWire[1],hasPip[1],subgraphs[2],wirePatternDx[2],wirePatternDy[2],wirePatternToWire[2],hasPip[2],subgraphs[3],wirePatternDx[3],wirePatternDy[3],wirePatternToWire[3],hasPip[3],subgraphs[4],wirePatternDx[4],wirePatternDy[4],wirePatternToWire[4],hasPip[4],subgraphs[5],wirePatternDx[5],wirePatternDy[5],wirePatternToWire[5],hasPip[5],
,,,,,84996,7,0,29436,0,84992,39,0,27422,0,,,,,,84998,15,0,12605,0,84993,4,0,54373,0,,,,,,
,,,,,84996,14,0,54376,0,84992,64,0,12599,0,,,,,,84998,13,0,29438,0,84993,34,0,59371,0,,,,,,
,,,,,84996,58,0,29436,0,84992,30,0,12599,0,,,,,,84998,7,0,29438,0,84993,41,0,29433,0,,,,,,
,,,,,84996,6,0,12603,0,84992,25,0,12599,0,,,,,,84998,27,0,59376,0,84993,27,0,59371,0,,,,,,
,,,,,84996,22,0,12603,0,84992,20,0,59249,0,,,,,,84998,58,0,29438,0,84993,40,0,59333,0,,,,,,
,,,,,84996,63,0,54376,0,84992,14,0,54372,0,,,,,,84998,69,0,59338,0,84993,7,0,29433,0,,,,,,
,,,,,84996,41,0,29436,0,84992,4,0,54372,0,,,,,,84998,16,0,12605,0,84993,60,0,12600,0,,,,,,
,,,,,84996,27,0,12603,0,84992,11,0,36372,0,,,,,,84998,10,0,11513,0,84993,54,0,29433,0,,,,,,
,,,,,84996,29,0,54376,0,84992,53,0,12599,0,,,,,,84998,6,0,12605,0,84993,28,0,73759,0,,,,,,
,,,,,84996,15,0,12603,0,84992,45,0,29432,0,,,,,,84998,19,0,59338,0,84993,22,0,12600,0,,,,,,
,,,,,84996,56,0,12603,0,84992,31,0,12599,0,,,,,,84998,21,0,11513,0,84993,61,0,12600,0,,,,,,
,,,,,84996,67,0,29436,0,84992,55,0,54372,0,,,,,,84998,63,0,54378,0,84993,51,0,12600,0,,,,,,
,,,,,84996,54,0,29436,0,84992,15,0,12599,0,,,,,,84998,41,0,29438,0,84993,68,0,54373,0,,,,,,
,,,,,84996,32,0,29436,0,84992,40,0,59332,0,,,,,,84998,33,0,73764,0,84993,46,0,54373,0,,,,,,
,,,,,84996,3,0,29436,0,84992,23,0,29432,0,,,,,,84998,5,0,12605,0,84993,18,0,54373,0,,,,,,
,,,,,84996,2,0,12603,0,84992,12,0,59332,0,,,,,,84998,11,0,36378,0,84993,3,0,29433,0,,,,,,
,,,,,84996,24,0,54376,0,84992,58,0,29432,0,,,,,,84998,54,0,29438,0,84993,8,0,54373,0,,,,,,
,,,,,84996,34,0,12603,0,84992,44,0,12599,0,,,,,,84998,3,0,29438,0,84993,47,0,12600,0,,,,,,
,,,,,84996,59,0,54376,0,84992,66,0,12599,0,,,,,,84998,2,0,12605,0,84993,59,0,54373,0,,,,,,
,,,,,84996,52,0,11511,0,84992,56,0,12599,0,,,,,,84998,34,0,59376,0,84993,25,0,12600,0,,,,,,
,,,,,84996,37,0,54376,0,84992,7,0,29432,0,,,,,,84998,59,0,54378,0,84993,57,0,12600,0,,,,,,
,,,,,84996,47,0,12603,0,84992,10,0,11507,0,,,,,,84998,29,0,73764,0,84993,67,0,29433,0,,,,,,
,,,,,84996,25,0,12603,0,84992,26,0,11507,0,,,,,,84998,17,0,29438,0,84993,37,0,73759,0,,,,,,
,,,,,84996,64,0,12603,0,84992,17,0,29432,0,,,,,,84998,25,0,12605,0,84993,17,0,29433,0,,,,,,
,,,,,84996,65,0,11511,0,84992,38,0,12599,0,,,,,,84998,64,0,12605,0,84993,52,0,11508,0,,,,,,
,,,,,84996,9,0,12603,0,84992,67,0,29432,0,,,,,,84998,48,0,12605,0,84993,42,0,54373,0,,,,,,
,,,,,84996,62,0,29436,0,84992,16,0,12599,0,,,,,,84998,50,0,54378,0,84993,62,0,29433,0,,,,,,
,,,,,84996,28,0,29436,0,84992,63,0,54372,0,,,,,,84998,62,0,29438,0,84993,65,0,11508,0,,,,,,
,,,,,84996,33,0,54376,0,84992,29,0,54372,0,,,,,,84998,67,0,29438,0,84993,55,0,54373,0,,,,,,
,,,,,84996,43,0,12603,0,84992,51,0,12599,0,,,,,,84998,40,0,59338,0,84993,53,0,12600,0,,,,,,
,,,,,84996,60,0,12603,0,84992,27,0,12599,0,,,,,,84998,60,0,12605,0,84993,70,0,57345,1,,,,,,
,,,,,84996,48,0,12603,0,84992,3,0,29432,0,,,,,,84998,12,0,59338,0,84993,9,0,12600,0,,,,,,
,,,,,84996,69,0,59336,0,84992,54,0,29432,0,,,,,,84999,55,0,54379,0,84997,2,0,12604,0,,,,,,
,,,,,84996,26,0,11511,0,84992,22,0,12599,0,,,,,,84999,64,0,12606,0,84997,47,0,12604,0,,,,,,
,,,,,84996,16,0,12603,0,84992,32,0,29432,0,,,,,,84999,33,0,73765,0,84997,45,0,29437,0,,,,,,
,,,,,84996,13,0,29436,0,84992,34,0,12599,0,,,,,,84999,42,0,54379,0,84997,25,0,12604,0,,,,,,
,,,,,84996,68,0,54376,0,84992,6,0,12599,0,,,,,,84999,20,0,59256,0,84997,23,0,29437,0,,,,,,
,,,,,84996,61,0,12603,0,84992,59,0,54372,0,,,,,,84999,48,0,12606,0,84997,15,0,12604,0,,,,,,
,,,,,84996,46,0,54376,0,84992,37,0,54372,0,,,,,,84999,4,0,54379,0,84997,40,0,59337,0,,,,,,
,,,,,84996,5,0,12603,0,84992,47,0,12599,0,,,,,,84999,2,0,12606,0,84997,60,0,12604,0,,,,,,
,,,,,84996,19,0,59336,0,84992,41,0,29432,0,,,,,,84999,11,0,36379,0,84997,29,0,73763,0,,,,,,
,,,,,84996,21,0,11511,0,84992,1,0,11507,0,,,,,,84999,45,0,29439,0,84997,26,0,11512,0,,,,,,
,,,,,84997,2,0,12604,0,84996,39,0,27426,0,,,,,,84999,23,0,29439,0,84997,17,0,29437,0,,,,,,
,,,,,84997,47,0,12604,0,84996,36,0,29436,0,,,,,,84999,15,0,12606,0,84997,50,0,54377,0,,,,,,
,,,,,84997,45,0,29437,0,84996,18,0,54376,0,,,,,,84999,40,0,59339,0,84997,7,0,29437,0,,,,,,
,,,,,84997,25,0,12604,0,84996,8,0,54376,0,,,,,,84999,67,0,29439,0,84997,58,0,29437,0,,,,,,
,,,,,84997,23,0,29437,0,84996,30,0,12603,0,,,,,,84999,66,0,12606,0,84997,12,0,59337,0,,,,,,
,,,,,84997,15,0,12604,0,84996,57,0,12603,0,,,,,,84999,44,0,12606,0,84997,38,0,59375,0,,,,,,
,,,,,84997,40,0,59337,0,84996,49,0,29436,0,,,,,,84999,27,0,59377,0,84997,22,0,12604,0,,,,,,
,,,,,84997,60,0,12604,0,84996,35,0,12603,0,,,,,,84999,12,0,59339,0,84997,9,0,12604,0,,,,,,
,,,,,84997,17,0,29437,0,84996,11,0,36376,0,,,,,,84999,60,0,12606,0,84997,61,0,12604,0,,,,,,
,,,,,84997,9,0,12604,0,84996,1,0,11511,0,,,,,,84999,36,0,73765,0,84997,28,0,73763,0,,,,,,
,,,,,84997,26,0,11512,0,84996,42,0,54376,0,,,,,,84999,16,0,12606,0,84997,67,0,29437,0,,,,,,
,,,,,84997,50,0,54377,0,84996,20,0,59253,0,,,,,,84999,24,0,54379,0,84997,43,0,12604,0,,,,,,
,,,,,84997,12,0,59337,0,84996,38,0,12603,0,,,,,,84999,8,0,54379,0,84997,41,0,29437,0,,,,,,
,,,,,84997,7,0,29437,0,84996,53,0,12603,0,,,,,,84999,38,-6,76749,0,84997,5,0,12604,0,,,,,,
,,,,,84997,58,0,29437,0,84996,55,0,54376,0,,,,,,84999,51,0,12606,0,84997,3,0,29437,0,,,,,,
,,,,,84997,22,0,12604,0,84996,31,0,12603,0,,,,,,84999,21,0,11514,0,84997,46,0,54377,0,,,,,,
,,,,,84997,61,0,12604,0,84996,14,0,54376,0,,,,,,84999,17,0,29439,0,84997,56,0,12604,0,,,,,,
,,,,,84997,27,0,12604,0,84996,4,0,54376,0,,,,,,84999,41,0,29439,0,84997,54,0,29437,0,,,,,,
,,,,,84997,67,0,29437,0,84996,40,0,59336,0,,,,,,84999,7,0,29439,0,84997,68,0,54377,0,,,,,,
,,,,,84997,43,0,12604,0,84996,51,0,12603,0,,,,,,84999,39,0,27429,0,84997,8,0,54377,0,,,,,,
,,,,,84997,41,0,29437,0,84996,67,0,29436,0,,,,,,84999,58,0,29439,0,84997,57,0,12604,0,,,,,,
,,,,,84997,68,0,54377,0,84996,66,0,12603,0,,,,,,84999,35,0,59377,0,84997,59,0,54377,0,,,,,,
,,,,,84997,5,0,12604,0,84996,44,0,12603,0,,,,,,84999,32,0,73765,0,84997,18,0,54377,0,,,,,,
,,,,,84997,46,0,54377,0,84996,45,0,29436,0,,,,,,84999,22,0,12606,0,84997,34,0,59375,0,,,,,,
,,,,,84997,56,0,12604,0,84996,23,0,29436,0,,,,,,84999,34,0,59377,0,84997,1,0,11512,0,,,,,,
,,,,,84997,3,0,29437,0,84996,7,0,29436,0,,,,,,84999,53,0,12606,0,84997,37,0,73763,0,,,,,,
,,,,,84997,34,0,12604,0,84996,10,0,11511,0,,,,,,84999,63,0,54379,0,84997,48,0,12604,0,,,,,,
,,,,,84997,8,0,54377,0,84996,12,0,59336,0,,,,,,84999,47,0,12606,0,84997,11,0,36377,0,,,,,,
,,,,,84997,32,0,29437,0,84996,58,0,29436,0,,,,,,84999,25,0,12606,0,84997,35,0,59375,0,,,,,,
,,,,,84997,54,0,29437,0,84996,50,0,54376,0,,,,,,84999,54,0,29439,0,84997,42,0,54377,0,,,,,,
,,,,,84997,57,0,12604,0,84996,17,0,29436,0,,,,,,84999,31,0,59377,0,84997,64,0,12604,0,,,,,,
,,,,,84997,59,0,54377,0,84996,6,0,12603,0,,,,,,84999,3,0,29439,0,84997,4,0,54377,0,,,,,,
,,,,,84997,18,0,54377,0,84996,22,0,12603,0,,,,,,84999,50,0,54379,0,84997,55,0,54377,0,,,,,,
,,,,,84997,1,0,11512,0,84996,63,0,54376,0,,,,,,84999,61,0,12606,0,84997,62,0,29437,0,,,,,,
,,,,,84997,48,0,12604,0,84996,41,0,29436,0,,,,,,84999,28,0,73765,0,84997,13,0,29437,0,,,,,,
,,,,,84997,11,0,36377,0,84996,29,0,54376,0,,,,,,84999,59,0,54379,0,84997,65,0,11512,0,,,,,,
,,,,,84997,42,0,54377,0,84996,15,0,12603,0,,,,,,84999,43,0,12606,0,84997,33,0,73763,0,,,,,,
,,,,,84997,64,0,12604,0,84996,56,0,12603,0,,,,,,84999,29,0,73765,0,84997,44,0,12604,0,,,,,,
,,,,,84997,30,0,12604,0,84996,27,0,12603,0,,,,,,84999,62,0,29439,0,84997,69,0,59337,0,,,,,,
,,,,,84997,28,0,29437,0,84996,54,0,29436,0,,,,,,84999,52,0,11514,0,84997,31,0,59375,0,,,,,,
,,,,,84997,4,0,54377,0,84996,32,0,29436,0,,,,,,84999,13,0,29439,0,84997,16,0,12604,0,,,,,,
,,,,,84997,55,0,54377,0,84996,3,0,29436,0,,,,,,84999,9,0,12606,0,84997,10,0,11512,0,,,,,,
,,,,,84997,31,0,12604,0,84996,2,0,12603,0,,,,,,84999,70,0,55211,1,84997,19,0,59337,0,,,,,,
,,,,,84997,33,0,54377,0,84996,24,0,54376,0,,,,,,84999,56,0,12606,0,84997,66,0,12604,0,,,,,,
,,,,,84997,65,0,11512,0,84996,34,0,12603,0,,,,,,84999,46,0,54379,0,84997,21,0,11512,0,,,,,,
,,,,,84997,13,0,29437,0,84996,59,0,54376,0,,,,,,84999,65,0,11514,0,84997,63,0,54377,0,,,,,,
,,,,,84997,66,0,12604,0,84996,52,0,11511,0,,,,,,84999,19,0,59339,0,84997,70,0,57349,1,,,,,,
,,,,,84997,62,0,29437,0,84996,37,0,54376,0,,,,,,84999,57,0,12606,0,84997,27,0,59375,0,,,,,,
,,,,,84997,44,0,12604,0,84996,47,0,12603,0,,,,,,84999,18,0,54379,0,84997,6,0,12604,0,,,,,,
,,,,,84997,69,0,59337,0,84996,25,0,12603,0,,,,,,84999,37,0,73765,0,84997,36,0,73763,0,,,,,,
,,,,,84997,38,0,12604,0,84996,64,0,12603,0,,,,,,84999,69,0,59339,0,84997,53,0,12604,0,,,,,,
,,,,,84997,16,0,12604,0,84996,65,0,11511,0,,,,,,84999,26,0,11514,0,84997,24,0,54377,0,,,,,,
,,,,,84997,10,0,11512,0,84996,9,0,12603,0,,,,,,84999,1,0,11514,0,84997,14,0,54377,0,,,,,,
,,,,,84997,19,0,59337,0,84996,62,0,29436,0,,,,,,84999,68,0,54379,0,84997,30,0,59375,0,,,,,,
,,,,,84997,21,0,11512,0,84996,28,0,29436,0,,,,,,84999,5,0,12606,0,84997,51,0,12604,0,,,,,,
,,,,,84997,63,0,54377,0,84996,33,0,54376,0,,,,,,84999,10,0,11514,0,84997,49,0,29437,0,,,,,,
,,,,,84997,29,0,54377,0,84996,43,0,12603,0,,,,,,84999,14,0,54379,0,84997,39,0,27427,0,,,,,,
,,,,,84997,70,0,57349,1,84996,70,0,55208,1,,,,,,84999,6,0,12606,0,84997,52,0,11512,0,,,,,,
,,,,,84997,6,0,12604,0,84996,60,0,12603,0,,,,,,84999,30,0,59377,0,84997,20,0,59254,0,,,,,,
,,,,,84997,36,0,29437,0,84996,48,0,12603,0,,,,,,84999,49,0,29439,0,84997,32,0,73763,0,,,,,,
,,,,,84997,53,0,12604,0,84996,69,0,59336,0,,,,,,84992,50,0,54372,0,84999,55,0,54379,0,,,,,,
,,,,,84997,24,0,54377,0,84996,26,0,11511,0,,,,,,84992,2,0,12599,0,84999,64,0,12606,0,,,,,,
,,,,,84997,14,0,54377,0,84996,16,0,12603,0,,,,,,84992,52,0,11507,0,84999,33,0,73765,0,,,,,,
,,,,,84997,51,0,12604,0,84996,13,0,29436,0,,,,,,84992,33,0,73758,0,84999,42,0,54379,0,,,,,,
,,,,,84997,37,0,54377,0,84996,68,0,54376,0,,,,,,84992,43,0,12599,0,84999,20,0,59256,0,,,,,,
,,,,,84997,35,0,12604,0,84996,61,0,12603,0,,,,,,84992,69,0,59332,0,84999,48,0,12606,0,,,,,,
,,,,,84997,49,0,29437,0,84996,46,0,54376,0,,,,,,84992,62,0,29432,0,84999,4,0,54379,0,,,,,,
,,,,,84997,39,0,27427,0,84996,5,0,12603,0,,,,,,84992,13,0,29432,0,84999,2,0,12606,0,,,,,,
,,,,,84997,52,0,11512,0,84996,19,0,59336,0,,,,,,84992,48,0,12599,0,84999,70,0,57351,1,,,,,,
,,,,,84997,20,0,59254,0,84996,21,0,11511,0,,,,,,84992,65,0,11507,0,84999,11,0,36379,0,,,,,,
,,,,,85001,15,0,12608,0,84991,6,0,12598,0,,,,,,84992,9,0,12599,0,84999,45,0,29439,0,,,,,,
,,,,,85001,3,0,29441,0,84991,21,0,11506,0,,,,,,84992,60,0,12599,0,84999,23,0,29439,0,,,,,,
,,,,,85001,54,0,29441,0,84991,5,0,12598,0,,,,,,84992,24,0,54372,0,84999,15,0,12606,0,,,,,,
,,,,,85001,34,0,12608,0,84991,56,0,12598,0,,,,,,84992,68,0,54372,0,84999,40,0,59339,0,,,,,,
,,,,,85001,32,0,29441,0,84991,41,0,29431,0,,,,,,84992,46,0,54372,0,84999,67,0,29439,0,,,,,,
,,,,,85001,59,0,54381,0,84991,29,0,54371,0,,,,,,84992,19,0,59332,0,84999,66,0,12606,0,,,,,,
,,,,,85001,47,0,12608,0,84991,15,0,12598,0,,,,,,84992,61,0,12599,0,84999,44,0,12606,0,,,,,,
,,,,,85001,1,0,11516,0,84991,27,0,12598,0,,,,,,84992,70,0,55204,1,84999,27,0,59377,0,,,,,,
,,,,,85001,31,0,12608,0,84991,3,0,29431,0,,,,,,84992,21,0,11507,0,84999,60,0,12606,0,,,,,,
,,,,,85001,9,0,12608,0,84991,32,0,29431,0,,,,,,84992,31,0,59370,0,84999,12,0,59339,0,,,,,,
,,,,,85001,25,0,12608,0,84991,2,0,12598,0,,,,,,84992,5,0,12599,0,84999,38,0,59377,0,,,,,,
,,,,,85001,44,0,12608,0,84991,25,0,12598,0,,,,,,84992,42,0,54372,0,84999,16,0,12606,0,,,,,,
,,,,,85001,65,0,11516,0,84991,59,0,54371,0,,,,,,84992,57,0,12599,0,84999,24,0,54379,0,,,,,,
,,,,,85001,62,0,29441,0,84991,64,0,12598,0,,,,,,84992,36,0,73758,0,84999,36,0,73765,0,,,,,,
,,,,,85001,28,0,29441,0,84991,37,0,54371,0,,,,,,84992,18,0,54372,0,84999,8,0,54379,0,,,,,,
,,,,,85001,43,0,12608,0,84991,52,0,11506,0,,,,,,84992,8,0,54372,0,84999,21,0,11514,0,,,,,,
,,,,,85001,8,0,54381,0,84991,62,0,29431,0,,,,,,84992,30,0,59370,0,84999,51,0,12606,0,,,,,,
,,,,,85001,70,0,57353,1,84991,65,0,11506,0,,,,,,84992,49,0,29432,0,84999,17,0,29439,0,,,,,,
,,,,,85001,69,0,59341,0,84991,30,0,12598,0,,,,,,84992,39,0,27422,0,84999,41,0,29439,0,,,,,,
,,,,,85001,56,0,12608,0,84991,67,0,29431,0,,,,,,84992,64,0,12599,0,84999,7,0,29439,0,,,,,,
,,,,,85001,27,0,12608,0,84991,14,0,54371,0,,,,,,84992,25,0,12599,0,84999,39,0,27429,0,,,,,,
,,,,,85001,68,0,54381,0,84991,28,0,29431,0,,,,,,84992,20,0,59249,0,84999,58,0,29439,0,,,,,,
,,,,,85001,10,0,11516,0,84991,33,0,54371,0,,,,,,84992,32,0,73758,0,84999,35,0,59377,0,,,,,,
,,,,,85001,46,0,54381,0,84991,17,0,29431,0,,,,,,84992,14,0,54372,0,84999,32,0,73765,0,,,,,,
,,,,,85001,5,0,12608,0,84991,12,0,59331,0,,,,,,84992,4,0,54372,0,84999,47,0,12606,0,,,,,,
,,,,,85001,13,0,29441,0,84991,58,0,29431,0,,,,,,84992,11,0,36372,0,84999,53,0,12606,0,,,,,,
,,,,,85001,19,0,59341,0,84991,38,0,12598,0,,,,,,84992,53,0,12599,0,84999,25,0,12606,0,,,,,,
,,,,,85001,6,0,12608,0,84991,60,0,12598,0,,,,,,84992,45,0,29432,0,84999,34,0,59377,0,,,,,,
,,,,,85001,61,0,12608,0,84991,24,0,54371,0,,,,,,84992,55,0,54372,0,84999,22,0,12606,0,,,,,,
,,,,,85001,21,0,11516,0,84991,68,0,54371,0,,,,,,84992,23,0,29432,0,84999,63,0,54379,0,,,,,,
,,,,,85001,39,0,27431,0,84991,46,0,54371,0,,,,,,84992,15,0,12599,0,84999,54,0,29439,0,,,,,,
,,,,,85001,37,0,54381,0,84991,61,0,12598,0,,,,,,84992,40,0,59332,0,84999,31,0,59377,0,,,,,,
,,,,,85001,36,0,29441,0,84991,48,0,12598,0,,,,,,84992,12,0,59332,0,84999,50,0,54379,0,,,,,,
,,,,,85001,64,0,12608,0,84991,51,0,12598,0,,,,,,84992,58,0,29432,0,84999,3,0,29439,0,,,,,,
,,,,,85001,30,0,12608,0,84991,26,0,11506,0,,,,,,84992,56,0,12599,0,84999,61,0,12606,0,,,,,,
,,,,,85001,57,0,12608,0,84991,69,0,59331,0,,,,,,84992,26,0,11507,0,84999,28,0,73765,0,,,,,,
,,,,,85001,11,0,36381,0,84991,54,0,29431,0,,,,,,84992,17,0,29432,0,84999,59,0,54379,0,,,,,,
,,,,,85001,24,0,54381,0,84991,34,0,12598,0,,,,,,84992,7,0,29432,0,84999,43,0,12606,0,,,,,,
,,,,,85001,18,0,54381,0,84991,36,0,29431,0,,,,,,84992,44,0,12599,0,84999,29,0,73765,0,,,,,,
,,,,,85001,49,0,29441,0,84991,18,0,54371,0,,,,,,84992,66,0,12599,0,84999,62,0,29439,0,,,,,,
,,,,,85001,2,0,12608,0,84991,22,0,12598,0,,,,,,84992,28,0,73758,0,84999,13,0,29439,0,,,,,,
,,,,,85001,42,0,54381,0,84991,8,0,54371,0,,,,,,84992,67,0,29432,0,84999,52,0,11514,0,,,,,,
,,,,,85001,20,0,59258,0,84991,1,0,11506,0,,,,,,84992,10,0,11507,0,84999,9,0,12606,0,,,,,,
,,,,,85001,52,0,11516,0,84991,19,0,59331,0,,,,,,84992,16,0,12599,0,84999,46,0,54379,0,,,,,,
,,,,,85001,48,0,12608,0,84991,47,0,12598,0,,,,,,84992,63,0,54372,0,84999,56,0,12606,0,,,,,,
,,,,,85001,38,0,12608,0,84991,49,0,29431,0,,,,,,84992,38,-6,76742,0,84999,65,0,11514,0,,,,,,
,,,,,85001,16,0,12608,0,84991,35,0,12598,0,,,,,,84992,51,0,12599,0,84999,19,0,59339,0,,,,,,
,,,,,85001,14,0,54381,0,84991,11,0,36371,0,,,,,,84992,29,0,73758,0,84999,57,0,12606,0,,,,,,
,,,,,85001,4,0,54381,0,84991,10,0,11506,0,,,,,,84992,27,0,59370,0,84999,18,0,54379,0,,,,,,
,,,,,85001,40,0,59341,0,84991,57,0,12598,0,,,,,,84992,3,0,29432,0,84999,37,0,73765,0,,,,,,
,,,,,85001,51,0,12608,0,84991,42,0,54371,0,,,,,,84992,54,0,29432,0,84999,69,0,59339,0,,,,,,
,,,,,85001,55,0,54381,0,84991,20,0,59248,0,,,,,,84992,22,0,12599,0,84999,26,0,11514,0,,,,,,
,,,,,85001,45,0,29441,0,84991,4,0,54371,0,,,,,,84992,34,0,59370,0,84999,1,0,11514,0,,,,,,
,,,,,85001,53,0,12608,0,84991,39,0,27421,0,,,,,,84992,6,0,12599,0,84999,68,0,54379,0,,,,,,
,,,,,85001,23,0,29441,0,84991,53,0,12598,0,,,,,,84992,59,0,54372,0,84999,5,0,12606,0,,,,,,
,,,,,85001,67,0,29441,0,84991,55,0,54371,0,,,,,,84992,47,0,12599,0,84999,10,0,11514,0,,,,,,
,,,,,85001,7,0,29441,0,84991,31,0,12598,0,,,,,,84992,41,0,29432,0,84999,14,0,54379,0,,,,,,
,,,,,85001,12,0,59341,0,84991,43,0,12598,0,,,,,,84992,1,0,11507,0,84999,6,0,12606,0,,,,,,
,,,,,85001,66,0,12608,0,84991,9,0,12598,0,,,,,,84992,37,0,73758,0,84999,30,0,59377,0,,,,,,
,,,,,85001,60,0,12608,0,84991,40,0,59331,0,,,,,,84992,35,0,59370,0,84999,49,0,29439,0,,,,,,
,,,,,85001,17,0,29441,0,84991,16,0,12598,0,,,,,,84990,23,0,29430,0,85001,37,0,73767,0,,,,,,
,,,,,85001,26,0,11516,0,84991,66,0,12598,0,,,,,,84990,17,0,29430,0,85001,3,0,29441,0,,,,,,
,,,,,85001,33,0,54381,0,84991,70,0,55203,1,,,,,,84990,20,0,59247,0,85001,54,0,29441,0,,,,,,
,,,,,85001,50,0,54381,0,84991,44,0,12598,0,,,,,,84990,31,0,59368,0,85001,59,0,54381,0,,,,,,
,,,,,85001,58,0,29441,0,84991,45,0,29431,0,,,,,,84990,58,0,29430,0,85001,47,0,12608,0,,,,,,
,,,,,85001,22,0,12608,0,84991,23,0,29431,0,,,,,,84990,43,0,12597,0,85001,25,0,12608,0,,,,,,
,,,,,85001,63,0,54381,0,84991,7,0,29431,0,,,,,,84990,4,0,54370,0,85001,1,0,11516,0,,,,,,
,,,,,85001,41,0,29441,0,84991,50,0,54371,0,,,,,,84990,40,0,59330,0,85001,9,0,12608,0,,,,,,
,,,,,85001,29,0,54381,0,84991,13,0,29431,0,,,,,,84990,21,0,11505,0,85001,33,0,73767,0,,,,,,
,,,,,85001,35,0,12608,0,84991,63,0,54371,0,,,,,,84990,70,0,55202,1,85001,44,0,12608,0,,,,,,
,,,,,84993,39,0,27423,0,85001,15,0,12608,0,,,,,,84990,56,0,12597,0,85001,31,0,59379,0,,,,,,
,,,,,84993,12,0,59333,0,85001,3,0,29441,0,,,,,,84990,7,0,29430,0,85001,62,0,29441,0,,,,,,
,,,,,84993,66,0,12600,0,85001,54,0,29441,0,,,,,,84990,12,0,59330,0,85001,65,0,11516,0,,,,,,
,,,,,84993,44,0,12600,0,85001,34,0,12608,0,,,,,,84990,66,0,12597,0,85001,28,0,73767,0,,,,,,
,,,,,84993,69,0,59333,0,85001,32,0,29441,0,,,,,,84990,44,0,12597,0,85001,43,0,12608,0,,,,,,
,,,,,84993,15,0,12600,0,85001,59,0,54381,0,,,,,,84990,54,0,29430,0,85001,63,0,54381,0,,,,,,
,,,,,84993,10,0,11508,0,85001,47,0,12608,0,,,,,,84990,16,0,12597,0,85001,70,0,57353,1,,,,,,
,,,,,84993,56,0,12600,0,85001,31,0,12608,0,,,,,,84990,36,0,73756,0,85001,69,0,59341,0,,,,,,
,,,,,84993,26,0,11508,0,85001,1,0,11516,0,,,,,,84990,6,0,12597,0,85001,56,0,12608,0,,,,,,
,,,,,84993,13,0,29433,0,85001,9,0,12608,0,,,,,,84990,38,-6,76740,0,85001,10,0,11516,0,,,,,,
,,,,,84993,58,0,29433,0,85001,25,0,12608,0,,,,,,84990,51,0,12597,0,85001,27,0,59379,0,,,,,,
,,,,,84993,36,0,29433,0,85001,44,0,12608,0,,,,,,84990,22,0,12597,0,85001,5,0,12608,0,,,,,,
,,,,,84993,16,0,12600,0,85001,65,0,11516,0,,,,,,84990,63,0,54370,0,85001,46,0,54381,0,,,,,,
,,,,,84993,6,0,12600,0,85001,62,0,29441,0,,,,,,84990,39,0,27420,0,85001,13,0,29441,0,,,,,,
,,,,,84993,19,0,59333,0,85001,28,0,29441,0,,,,,,84990,64,0,12597,0,85001,68,0,54381,0,,,,,,
,,,,,84993,63,0,54373,0,85001,43,0,12608,0,,,,,,84990,2,0,12597,0,85001,36,0,73767,0,,,,,,
,,,,,84993,49,0,29433,0,85001,69,0,59341,0,,,,,,84990,53,0,12597,0,85001,19,0,59341,0,,,,,,
,,,,,84993,11,0,36373,0,85001,56,0,12608,0,,,,,,84990,32,0,73756,0,85001,61,0,12608,0,,,,,,
,,,,,84993,29,0,54373,0,85001,10,0,11516,0,,,,,,84990,59,0,54370,0,85001,6,0,12608,0,,,,,,
,,,,,84993,1,0,11508,0,85001,68,0,54381,0,,,,,,84990,67,0,29430,0,85001,21,0,11516,0,,,,,,
,,,,,84993,5,0,12600,0,85001,5,0,12608,0,,,,,,84990,47,0,12597,0,85001,30,0,59379,0,,,,,,
,,,,,84993,30,0,12600,0,85001,46,0,54381,0,,,,,,84990,25,0,12597,0,85001,45,0,29441,0,,,,,,
,,,,,84993,24,0,54373,0,85001,27,0,12608,0,,,,,,84990,15,0,12597,0,85001,39,0,27431,0,,,,,,
,,,,,84993,14,0,54373,0,85001,13,0,29441,0,,,,,,84990,48,0,12597,0,85001,64,0,12608,0,,,,,,
,,,,,84993,32,0,29433,0,85001,19,0,59341,0,,,,,,84990,50,0,54370,0,85001,57,0,12608,0,,,,,,
,,,,,84993,37,0,54373,0,85001,6,0,12608,0,,,,,,84990,62,0,29430,0,85001,11,0,36381,0,,,,,,
,,,,,84993,64,0,12600,0,85001,61,0,12608,0,,,,,,84990,61,0,12597,0,85001,24,0,54381,0,,,,,,
,,,,,84993,45,0,29433,0,85001,21,0,11516,0,,,,,,84990,28,0,73756,0,85001,18,0,54381,0,,,,,,
,,,,,84993,50,0,54373,0,85001,39,0,27431,0,,,,,,84990,34,0,59368,0,85001,32,0,73767,0,,,,,,
,,,,,84993,23,0,29433,0,85001,37,0,54381,0,,,,,,84990,41,0,29430,0,85001,2,0,12608,0,,,,,,
,,,,,84993,20,0,59250,0,85001,36,0,29441,0,,,,,,84990,27,0,59368,0,85001,49,0,29441,0,,,,,,
